Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,SURS_1,JST_SUR_BM08B-SURS-TF_1x08-1MP_P0.80mm_Vertical,116.22381,-114.925,270.0,top
J3,SURS_2,JST_SUR_BM08B-SURS-TF_1x08-1MP_P0.80mm_Vertical,133.42381,-114.925,90.0,top
